location_key,YEAR,country_code,country_name,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,X4
EG,2021,EG,Egypt,0,246887.0,14081.0,0.0,0.0,386358.0,21768.0,0.0,0.0,102334403.0,51702862.0,50631541.0,57492249.0,42895824.0,20484965.0,25667415.0,102.802,0.696,25028540.0,18385431.0,16511130.0,15198349.0,10948602.0,7844892.0,5122657.0,2530980.0,763822.0,0.0
EG,2022,EG,Egypt,0,128990.0,3028.0,0.0,0.0,515348.0,24796.0,0.0,11954884.0,102334403.0,51702862.0,50631541.0,57492249.0,42895824.0,20484965.0,25667415.0,102.802,0.696,25028540.0,18385431.0,16511130.0,15198349.0,10948602.0,7844892.0,5122657.0,2530980.0,763822.0,0.0
EH,2022,EH,Western Sahara,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3943.0,597330.0,312260.0,285070.0,1758851.0,3850231.0,2159137.0,3137690.0,2.246,0.735,112594.0,98369.0,104985.0,108715.0,82794.0,51951.0,28374.0,7612.0,1936.0,0.0
ER,2020,ER,Eritrea,0,1320.0,3.0,0.0,0.0,1320.0,3.0,0.0,0.0,3546427.0,1777548.0,1768879.0,1758851.0,3850231.0,2159137.0,3137690.0,35.113,0.44,971770.0,860625.0,572236.0,460764.0,280842.0,171950.0,128327.0,77082.0,22831.0,0.0
ER,2021,ER,Eritrea,0,6706.0,73.0,0.0,0.0,8026.0,76.0,0.0,0.0,3546427.0,1777548.0,1768879.0,1758851.0,3850231.0,2159137.0,3137690.0,35.113,0.44,971770.0,860625.0,572236.0,460764.0,280842.0,171950.0,128327.0,77082.0,22831.0,0.0
ER,2022,ER,Eritrea,0,2137.0,27.0,0.0,0.0,10163.0,103.0,0.0,23693.0,3546427.0,1777548.0,1768879.0,1758851.0,3850231.0,2159137.0,3137690.0,35.113,0.44,971770.0,860625.0,572236.0,460764.0,280842.0,171950.0,128327.0,77082.0,22831.0,0.0
ES,2020,ES,Spain,0,1991951.0,54580.0,0.0,0.0,1991951.0,54580.0,0.0,0.0,46937060.0,23009259.0,23927801.0,9149372.0,37927409.0,6559041.0,12100168.0,93.1,0.876,4424389.0,4837889.0,4813442.0,6238063.0,7796721.0,6913603.0,5213631.0,3818438.0,2880884.0,0.0
ES,2021,ES,Spain,0,4770015.0,36683.0,0.0,0.0,6761966.0,91263.0,0.0,0.0,46937060.0,23009259.0,23927801.0,9149372.0,37927409.0,6559041.0,12100168.0,93.1,0.876,4424389.0,4837889.0,4813442.0,6238063.0,7796721.0,6913603.0,5213631.0,3818438.0,2880884.0,0.0
ES,2022,ES,Spain,0,6621044.0,21831.0,0.0,0.0,13374116.0,113279.0,0.0,0.0,46937060.0,23009259.0,23927801.0,9149372.0,37927409.0,6559041.0,12100168.0,93.1,0.876,4424389.0,4837889.0,4813442.0,6238063.0,7796721.0,6913603.0,5213631.0,3818438.0,2880884.0,0.0
ET,2020,ET,Ethiopia,0,124652.0,1937.0,0.0,1805236.0,124652.0,1937.0,0.0,1806046.0,114963583.0,57516835.0,57446748.0,88290020.0,23788710.0,4591983.0,4591983.0,114.964,0.463,32037548.0,26828994.0,21439045.0,13792878.0,9038653.0,5704066.0,3624554.0,1929368.0,568477.0,15.702676907695196
ET,2021,ET,Ethiopia,0,299688.0,5010.0,0.0,1721469.0,424340.0,6947.0,0.0,4112267.0,114963583.0,57516835.0,57446748.0,88290020.0,23788710.0,4591983.0,4591983.0,114.964,0.463,32037548.0,26828994.0,21439045.0,13792878.0,9038653.0,5704066.0,3624554.0,1929368.0,568477.0,14.97403747411039
ET,2022,ET,Ethiopia,0,69027.0,625.0,0.0,58424.0,493367.0,7572.0,0.0,5024643.0,114963583.0,57516835.0,57446748.0,88290020.0,23788710.0,4591983.0,4591983.0,114.964,0.463,32037548.0,26828994.0,21439045.0,13792878.0,9038653.0,5704066.0,3624554.0,1929368.0,568477.0,0.5081957127240893
FI,2020,FI,Finland,0,36965.0,601.0,0.0,2512010.0,36107.0,601.0,0.0,2512010.0,5517919.0,2723290.0,2794629.0,803426.0,4716888.0,1292232.0,1292232.0,18.1,0.883,576696.0,601705.0,675248.0,706147.0,657943.0,732782.0,724769.0,539919.0,302710.0,455.2458997676479
