location_key,YEAR,country_code,country_name,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,X4
FI,2021,FI,Finland,0,224544.0,1157.0,0.0,6251221.0,260292.0,1758.0,0.0,8763231.0,5517919.0,2723290.0,2794629.0,803426.0,4716888.0,1292232.0,1292232.0,18.1,0.883,576696.0,601705.0,675248.0,706147.0,657943.0,732782.0,724769.0,539919.0,302710.0,1132.8946655432962
FI,2022,FI,Finland,0,1169266.0,4100.0,0.0,2275659.0,1277473.0,5858.0,0.0,11038890.0,5517919.0,2723290.0,2794629.0,803426.0,4716888.0,1292232.0,1292232.0,18.1,0.883,576696.0,601705.0,675248.0,706147.0,657943.0,732782.0,724769.0,539919.0,302710.0,412.41254175713703
FJ,2020,FJ,Fiji,0,49.0,2.0,0.0,17060.0,49.0,2.0,0.0,21365.0,896444.0,454018.0,442426.0,384905.0,505048.0,2159137.0,3137690.0,49.066,0.741,177140.0,158135.0,141945.0,134954.0,106523.0,91437.0,57119.0,23633.0,5558.0,19.03074815604767
FJ,2021,FJ,Fiji,0,53842.0,696.0,0.0,385028.0,53891.0,698.0,0.0,468972.0,896444.0,454018.0,442426.0,384905.0,505048.0,2159137.0,3137690.0,49.066,0.741,177140.0,158135.0,141945.0,134954.0,106523.0,91437.0,57119.0,23633.0,5558.0,429.5059144798783
FJ,2022,FJ,Fiji,0,14316.0,180.0,0.0,0.0,68207.0,878.0,0.0,558519.0,896444.0,454018.0,442426.0,384905.0,505048.0,2159137.0,3137690.0,49.066,0.741,177140.0,158135.0,141945.0,134954.0,106523.0,91437.0,57119.0,23633.0,5558.0,0.0
FK,2020,FK,Falkland Islands,0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,3483.0,1385.0,1296.0,1758851.0,3850231.0,2159137.0,3137690.0,0.286,0.735,414.0,270.0,311.0,314.0,319.0,337.0,316.0,273.0,126.0,0.0
FK,2021,FK,Falkland Islands,0,53.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,3483.0,1385.0,1296.0,1758851.0,3850231.0,2159137.0,3137690.0,0.286,0.735,414.0,270.0,311.0,314.0,319.0,337.0,316.0,273.0,126.0,0.0
FK,2022,FK,Falkland Islands,0,1804.0,0.0,0.0,0.0,1886.0,0.0,0.0,0.0,3483.0,1385.0,1296.0,1758851.0,3850231.0,2159137.0,3137690.0,0.286,0.735,414.0,270.0,311.0,314.0,319.0,337.0,316.0,273.0,126.0,0.0
FM,2020,FM,Micronesia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115021.0,58480.0,56541.0,87852.0,25963.0,2159137.0,3137690.0,164.316,0.735,24048.0,23299.0,22348.0,15088.0,11429.0,9785.0,6732.0,1929.0,363.0,0.0
FM,2021,FM,Micronesia,0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,115021.0,58480.0,56541.0,87852.0,25963.0,2159137.0,3137690.0,164.316,0.735,24048.0,23299.0,22348.0,15088.0,11429.0,9785.0,6732.0,1929.0,363.0,0.0
FM,2022,FM,Micronesia,0,10256.0,30.0,0.0,0.0,9933.0,30.0,0.0,0.0,115021.0,58480.0,56541.0,87852.0,25963.0,2159137.0,3137690.0,164.316,0.735,24048.0,23299.0,22348.0,15088.0,11429.0,9785.0,6732.0,1929.0,363.0,0.0
FO,2020,FO,Faroe Islands,0,613.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,48865.0,27785.0,25775.0,28124.0,20554.0,2159137.0,3137690.0,35.004,0.735,7165.0,7068.0,7773.0,6229.0,6056.0,6837.0,5844.0,4321.0,2267.0,0.0
FO,2021,FO,Faroe Islands,0,5473.0,14.0,0.0,0.0,6086.0,14.0,0.0,641176.0,48865.0,27785.0,25775.0,28124.0,20554.0,2159137.0,3137690.0,35.004,0.735,7165.0,7068.0,7773.0,6229.0,6056.0,6837.0,5844.0,4321.0,2267.0,0.0
FO,2022,FO,Faroe Islands,0,28572.0,14.0,0.0,7060.0,34658.0,28.0,0.0,777845.0,48865.0,27785.0,25775.0,28124.0,20554.0,2159137.0,3137690.0,35.004,0.735,7165.0,7068.0,7773.0,6229.0,6056.0,6837.0,5844.0,4321.0,2267.0,144.47968893891334
FR,2020,FR,France,0,2622023.0,44853.0,25918163.0,36227201.0,2617683.0,44852.0,25918163.0,36227201.0,67012883.0,32386507.0,34626376.0,12936523.0,54123364.0,10958187.0,15324817.0,105.6,0.901,7864258.0,8319867.0,7526449.0,8298645.0,8663535.0,8788270.0,7999231.0,5445963.0,4106665.0,540.6005439282472
FR,2021,FR,France,0,7716636.0,55532.0,130643886.0,160164368.0,3558022.0,123741.0,156562049.0,196391569.0,67012883.0,32386507.0,34626376.0,12936523.0,54123364.0,10958187.0,15324817.0,105.6,0.901,7864258.0,8319867.0,7526449.0,8298645.0,8663535.0,8788270.0,7999231.0,5445963.0,4106665.0,2390.0533871972048
FR,2022,FR,France,0,24864498.0,30903.0,78022091.0,82056386.0,33766090.0,154644.0,234584140.0,278234000.0,67012883.0,32386507.0,34626376.0,12936523.0,54123364.0,10958187.0,15324817.0,105.6,0.901,7864258.0,8319867.0,7526449.0,8298645.0,8663535.0,8788270.0,7999231.0,5445963.0,4106665.0,1224.4867304097334
GA,2020,GA,Gabon,0,9571.0,64.0,0.0,0.0,9571.0,64.0,0.0,0.0,2225728.0,1132854.0,1092874.0,222885.0,1949694.0,823870.0,3137690.0,8.638,0.702,600006.0,422770.0,367413.0,350066.0,232164.0,134152.0,71303.0,36693.0,11161.0,0.0
GA,2021,GA,Gabon,0,32227.0,224.0,0.0,91730.0,41798.0,288.0,0.0,1394773.0,2225728.0,1132854.0,1092874.0,222885.0,1949694.0,823870.0,3137690.0,8.638,0.702,600006.0,422770.0,367413.0,350066.0,232164.0,134152.0,71303.0,36693.0,11161.0,41.21348161140984
GA,2022,GA,Gabon,0,6870.0,18.0,0.0,2256.0,48668.0,306.0,0.0,1599902.0,2225728.0,1132854.0,1092874.0,222885.0,1949694.0,823870.0,3137690.0,8.638,0.702,600006.0,422770.0,367413.0,350066.0,232164.0,134152.0,71303.0,36693.0,11161.0,1.0136009431520832
GB,2020,GB,United Kingdom,0,2689670.0,76724.0,0.0,54242039.0,2689670.0,76724.0,0.0,55406379.0,66647112.0,32901036.0,33746076.0,10926089.0,55908316.0,9176530.0,18018197.0,273.8,0.922,8031553.0,7570117.0,8697520.0,8872959.0,8465444.0,9020629.0,7101044.0,5567890.0,3319956.0,813.8693091457586
GB,2021,GB,United Kingdom,0,11176985.0,73561.0,0.0,331197492.0,13866655.0,150285.0,0.0,407981020.0,66647112.0,32901036.0,33746076.0,10926089.0,55908316.0,9176530.0,18018197.0,273.8,0.922,8031553.0,7570117.0,8697520.0,8872959.0,8465444.0,9020629.0,7101044.0,5567890.0,3319956.0,4969.420010277415
GB,2022,GB,United Kingdom,0,9687864.0,38745.0,0.0,105116329.0,23554971.0,189026.0,0.0,523004361.0,66647112.0,32901036.0,33746076.0,10926089.0,55908316.0,9176530.0,18018197.0,273.8,0.922,8031553.0,7570117.0,8697520.0,8872959.0,8465444.0,9020629.0,7101044.0,5567890.0,3319956.0,1577.2075615219455
GD,2020,GD,Grenada,0,128.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,112519.0,56666.0,55853.0,71238.0,40765.0,2159137.0,3137690.0,330.938,0.772,18131.0,16137.0,18289.0,18210.0,12871.0,12145.0,9576.0,4788.0,2372.0,0.0
GD,2021,GD,Grenada,0,6053.0,200.0,0.0,0.0,6181.0,200.0,0.0,0.0,112519.0,56666.0,55853.0,71238.0,40765.0,2159137.0,3137690.0,330.938,0.772,18131.0,16137.0,18289.0,18210.0,12871.0,12145.0,9576.0,4788.0,2372.0,0.0
GD,2022,GD,Grenada,0,13292.0,36.0,0.0,3187.0,19473.0,236.0,0.0,169195.0,112519.0,56666.0,55853.0,71238.0,40765.0,2159137.0,3137690.0,330.938,0.772,18131.0,16137.0,18289.0,18210.0,12871.0,12145.0,9576.0,4788.0,2372.0,28.324105262222382
GE,2020,GE,Georgia,0,228752.0,2572.0,0.0,379399.0,228752.0,2572.0,0.0,379399.0,3989175.0,1901227.0,2087947.0,1523906.0,2196476.0,1077346.0,1077346.0,57.406,0.735,553163.0,471057.0,500698.0,565076.0,517946.0,523623.0,459858.0,248786.0,148968.0,95.1071336805229
GE,2021,GE,Georgia,0,708888.0,11333.0,0.0,10799572.0,937640.0,13905.0,0.0,11178971.0,3989175.0,1901227.0,2087947.0,1523906.0,2196476.0,1077346.0,1077346.0,57.406,0.735,553163.0,471057.0,500698.0,565076.0,517946.0,523623.0,459858.0,248786.0,148968.0,2707.2194125351734
GE,2022,GE,Georgia,0,824566.0,2995.0,0.0,2473534.0,1762206.0,16900.0,0.0,13652505.0,3989175.0,1901227.0,2087947.0,1523906.0,2196476.0,1077346.0,1077346.0,57.406,0.735,553163.0,471057.0,500698.0,565076.0,517946.0,523623.0,459858.0,248786.0,148968.0,620.061541546811
GF,2020,GF,French Guiana,0,13273.0,71.0,0.0,0.0,13273.0,71.0,0.0,0.0,298682.0,147750.0,150932.0,1758851.0,3850231.0,2159137.0,3137690.0,3.634,0.735,66121.0,57553.0,46109.0,38719.0,36990.0,26711.0,17226.0,7222.0,2031.0,0.0
GF,2021,GF,French Guiana,0,35664.0,268.0,0.0,0.0,48937.0,339.0,0.0,0.0,298682.0,147750.0,150932.0,1758851.0,3850231.0,2159137.0,3137690.0,3.634,0.735,66121.0,57553.0,46109.0,38719.0,36990.0,26711.0,17226.0,7222.0,2031.0,0.0
GF,2022,GF,French Guiana,0,44900.0,70.0,0.0,0.0,93837.0,409.0,0.0,0.0,298682.0,147750.0,150932.0,1758851.0,3850231.0,2159137.0,3137690.0,3.634,0.735,66121.0,57553.0,46109.0,38719.0,36990.0,26711.0,17226.0,7222.0,2031.0,0.0
GG,2020,GG,Guernsey,0,299.0,16.0,0.0,0.0,299.0,16.0,0.0,0.0,63276.0,28003.0,28368.0,1758851.0,3850231.0,2159137.0,3137690.0,92.85499999999999,0.735,5407.0,5513.0,6844.0,7366.0,7524.0,8677.0,6759.0,5038.0,3243.0,0.0
GG,2021,GG,Guernsey,0,8030.0,8.0,0.0,0.0,8329.0,24.0,0.0,0.0,63276.0,28003.0,28368.0,1758851.0,3850231.0,2159137.0,3137690.0,92.85499999999999,0.735,5407.0,5513.0,6844.0,7366.0,7524.0,8677.0,6759.0,5038.0,3243.0,0.0
GG,2022,GG,Guernsey,0,22663.0,38.0,0.0,0.0,30992.0,62.0,0.0,0.0,63276.0,28003.0,28368.0,1758851.0,3850231.0,2159137.0,3137690.0,92.85499999999999,0.735,5407.0,5513.0,6844.0,7366.0,7524.0,8677.0,6759.0,5038.0,3243.0,0.0
GH,2020,GH,Ghana,0,55168.0,335.0,0.0,532027.0,55168.0,335.0,0.0,672364.0,31072945.0,15749999.0,15322946.0,13168802.0,17249054.0,3205586.0,5680794.0,136.56,0.592,8057871.0,6616721.0,5398591.0,4190418.0,3031250.0,2134979.0,1091067.0,456790.0,95258.0,17.12187241988167
GH,2021,GH,Ghana,0,92911.0,978.0,0.0,775321.0,148079.0,1313.0,0.0,2142004.0,31072945.0,15749999.0,15322946.0,13168802.0,17249054.0,3205586.0,5680794.0,136.56,0.592,8057871.0,6616721.0,5398591.0,4190418.0,3031250.0,2134979.0,1091067.0,456790.0,95258.0,24.951642015264405
GH,2022,GH,Ghana,0,20537.0,146.0,0.0,17669.0,168616.0,1459.0,0.0,2465238.0,31072945.0,15749999.0,15322946.0,13168802.0,17249054.0,3205586.0,5680794.0,136.56,0.592,8057871.0,6616721.0,5398591.0,4190418.0,3031250.0,2134979.0,1091067.0,456790.0,95258.0,0.5686297195196657
GI,2020,GI,Gibraltar,0,2032.0,7.0,0.0,0.0,2032.0,7.0,0.0,0.0,33691.0,17279.0,17225.0,0.0,33701.0,2159137.0,3137690.0,3369.1,0.735,4658.0,4385.0,5133.0,5068.0,4573.0,3222.0,3350.0,2640.0,1475.0,0.0
GI,2021,GI,Gibraltar,0,6762.0,93.0,0.0,0.0,8794.0,100.0,0.0,0.0,33691.0,17279.0,17225.0,0.0,33701.0,2159137.0,3137690.0,3369.1,0.735,4658.0,4385.0,5133.0,5068.0,4573.0,3222.0,3350.0,2640.0,1475.0,0.0
GI,2022,GI,Gibraltar,0,11275.0,8.0,0.0,514.0,20069.0,108.0,0.0,533268.0,33691.0,17279.0,17225.0,0.0,33701.0,2159137.0,3137690.0,3369.1,0.735,4658.0,4385.0,5133.0,5068.0,4573.0,3222.0,3350.0,2640.0,1475.0,15.256299902050992
GL,2020,GL,Greenland,0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,56772.0,25310.0,24138.0,7280.0,48945.0,2159137.0,3137690.0,0.138,0.735,6847.0,6865.0,7738.0,6648.0,4838.0,8106.0,5267.0,2337.0,803.0,0.0
GL,2021,GL,Greenland,0,2589.0,1.0,0.0,0.0,2616.0,1.0,0.0,0.0,56772.0,25310.0,24138.0,7280.0,48945.0,2159137.0,3137690.0,0.138,0.735,6847.0,6865.0,7738.0,6648.0,4838.0,8106.0,5267.0,2337.0,803.0,0.0
GL,2022,GL,Greenland,0,9355.0,20.0,0.0,0.0,11971.0,21.0,0.0,0.0,56772.0,25310.0,24138.0,7280.0,48945.0,2159137.0,3137690.0,0.138,0.735,6847.0,6865.0,7738.0,6648.0,4838.0,8106.0,5267.0,2337.0,803.0,0.0
GM,2020,GM,Gambia,0,3802.0,124.0,0.0,0.0,3802.0,124.0,0.0,0.0,2416664.0,1198540.0,1218124.0,893748.0,1453958.0,443428.0,3137690.0,238.801,0.46,762310.0,556857.0,429179.0,283131.0,174067.0,115911.0,59281.0,30008.0,5920.0,0.0
GM,2021,GM,Gambia,0,6692.0,219.0,0.0,0.0,10494.0,343.0,0.0,132861.0,2416664.0,1198540.0,1218124.0,893748.0,1453958.0,443428.0,3137690.0,238.801,0.46,762310.0,556857.0,429179.0,283131.0,174067.0,115911.0,59281.0,30008.0,5920.0,0.0
GM,2022,GM,Gambia,0,1921.0,29.0,0.0,0.0,12415.0,372.0,0.0,155686.0,2416664.0,1198540.0,1218124.0,893748.0,1453958.0,443428.0,3137690.0,238.801,0.46,762310.0,556857.0,429179.0,283131.0,174067.0,115911.0,59281.0,30008.0,5920.0,0.0
GN,2020,GN,Guinea,0,13784.0,81.0,0.0,0.0,13784.0,81.0,0.0,0.0,13132792.0,6353234.0,6779558.0,8109741.0,4661505.0,1889233.0,1889233.0,53.446,0.459,3965624.0,3199454.0,2365739.0,1470866.0,898439.0,614524.0,408149.0,171250.0,38747.0,0.0
GN,2021,GN,Guinea,0,19083.0,310.0,0.0,0.0,32867.0,391.0,0.0,0.0,13132792.0,6353234.0,6779558.0,8109741.0,4661505.0,1889233.0,1889233.0,53.446,0.459,3965624.0,3199454.0,2365739.0,1470866.0,898439.0,614524.0,408149.0,171250.0,38747.0,0.0
GN,2022,GN,Guinea,0,4785.0,58.0,0.0,0.0,37652.0,449.0,0.0,708410.0,13132792.0,6353234.0,6779558.0,8109741.0,4661505.0,1889233.0,1889233.0,53.446,0.459,3965624.0,3199454.0,2365739.0,1470866.0,898439.0,614524.0,408149.0,171250.0,38747.0,0.0
GQ,2020,GQ,Equatorial Guinea,0,5277.0,86.0,0.0,0.0,5277.0,86.0,0.0,0.0,1402985.0,780380.0,622605.0,371174.0,984812.0,395403.0,3137690.0,50.017,0.591,371663.0,265297.0,286385.0,248981.0,115362.0,62217.0,34879.0,14721.0,3480.0,0.0
GQ,2021,GQ,Equatorial Guinea,0,8433.0,89.0,0.0,16919.0,13710.0,175.0,0.0,267432.0,1402985.0,780380.0,622605.0,371174.0,984812.0,395403.0,3137690.0,50.017,0.591,371663.0,265297.0,286385.0,248981.0,115362.0,62217.0,34879.0,14721.0,3480.0,12.059287875494038
GQ,2022,GQ,Equatorial Guinea,0,3184.0,8.0,0.0,501.0,16894.0,183.0,0.0,484554.0,1402985.0,780380.0,622605.0,371174.0,984812.0,395403.0,3137690.0,50.017,0.591,371663.0,265297.0,286385.0,248981.0,115362.0,62217.0,34879.0,14721.0,3480.0,0.35709576367530654
GR,2020,GR,Greece,0,139447.0,4881.0,0.0,2962080.0,139447.0,4881.0,0.0,3411127.0,10724599.0,5208293.0,5516306.0,2208848.0,8507474.0,3154152.0,3154152.0,82.5,0.865,994709.0,1088503.0,1121294.0,1375885.0,1608239.0,1500790.0,1278758.0,995987.0,760434.0,276.1949421139196
GR,2021,GR,Greece,0,1101415.0,15968.0,0.0,33462493.0,1240862.0,20849.0,0.0,47750471.0,10724599.0,5208293.0,5516306.0,2208848.0,8507474.0,3154152.0,3154152.0,82.5,0.865,994709.0,1088503.0,1121294.0,1375885.0,1608239.0,1500790.0,1278758.0,995987.0,760434.0,3120.162627991965
GR,2022,GR,Greece,0,3597949.0,12045.0,0.0,12136822.0,4838811.0,32894.0,0.0,84483362.0,10724599.0,5208293.0,5516306.0,2208848.0,8507474.0,3154152.0,3154152.0,82.5,0.865,994709.0,1088503.0,1121294.0,1375885.0,1608239.0,1500790.0,1278758.0,995987.0,760434.0,1131.680727643057
GT,2020,GT,Guatemala,0,138236.0,4820.0,0.0,610355.0,138236.0,4820.0,0.0,610355.0,17915567.0,8827109.0,9088458.0,8063081.0,8540945.0,2891230.0,2891230.0,167.185,0.627,4047467.0,3871605.0,3413159.0,2532064.0,1701993.0,1053817.0,718852.0,382507.0,194103.0,34.06841658988521
GT,2021,GT,Guatemala,0,490123.0,11287.0,0.0,2671594.0,628359.0,16107.0,0.0,3281949.0,17915567.0,8827109.0,9088458.0,8063081.0,8540945.0,2891230.0,2891230.0,167.185,0.627,4047467.0,3871605.0,3413159.0,2532064.0,1701993.0,1053817.0,718852.0,382507.0,194103.0,149.12137584035156
GT,2022,GT,Guatemala,0,484191.0,3577.0,0.0,785826.0,1112550.0,19684.0,0.0,4067775.0,17915567.0,8827109.0,9088458.0,8063081.0,8540945.0,2891230.0,2891230.0,167.185,0.627,4047467.0,3871605.0,3413159.0,2532064.0,1701993.0,1053817.0,718852.0,382507.0,194103.0,43.862747966614734
GU,2020,GU,Guam,0,7148.0,122.0,0.0,81171.0,7148.0,122.0,0.0,81171.0,168783.0,85140.0,83643.0,8601.0,158693.0,2159137.0,3137690.0,312.561,0.735,26980.0,27161.0,27031.0,21835.0,19936.0,20164.0,14331.0,7781.0,3564.0,480.9192868950072
GU,2021,GU,Guam,0,8204.0,148.0,0.0,132995.0,15352.0,270.0,0.0,214166.0,168783.0,85140.0,83643.0,8601.0,158693.0,2159137.0,3137690.0,312.561,0.735,26980.0,27161.0,27031.0,21835.0,19936.0,20164.0,14331.0,7781.0,3564.0,787.9644276971022
GU,2022,GU,Guam,0,33317.0,124.0,0.0,109350.0,48669.0,394.0,0.0,323516.0,168783.0,85140.0,83643.0,8601.0,158693.0,2159137.0,3137690.0,312.561,0.735,26980.0,27161.0,27031.0,21835.0,19936.0,20164.0,14331.0,7781.0,3564.0,647.8733047759549
GW,2020,GW,Guinea-Bissau,0,2452.0,45.0,0.0,0.0,2452.0,45.0,0.0,0.0,1967998.0,962695.0,1005303.0,1080000.0,840922.0,578829.0,3137690.0,69.986,0.455,582349.0,450029.0,342384.0,254506.0,156575.0,92188.0,60416.0,24637.0,4914.0,0.0
GW,2021,GW,Guinea-Bissau,0,4047.0,104.0,0.0,0.0,6499.0,149.0,0.0,0.0,1967998.0,962695.0,1005303.0,1080000.0,840922.0,578829.0,3137690.0,69.986,0.455,582349.0,450029.0,342384.0,254506.0,156575.0,92188.0,60416.0,24637.0,4914.0,0.0
GW,2022,GW,Guinea-Bissau,0,2297.0,26.0,0.0,390.0,8796.0,175.0,0.0,142948.0,1967998.0,962695.0,1005303.0,1080000.0,840922.0,578829.0,3137690.0,69.986,0.455,582349.0,450029.0,342384.0,254506.0,156575.0,92188.0,60416.0,24637.0,4914.0,0.19817093310054176
GY,2020,GY,Guyana,0,6332.0,164.0,0.0,0.0,6332.0,164.0,0.0,38548.0,786559.0,395549.0,391010.0,573854.0,208912.0,2159137.0,3137690.0,3.996,0.654,147628.0,145351.0,145306.0,93109.0,90525.0,79337.0,51356.0,22940.0,11007.0,0.0
GY,2021,GY,Guyana,0,33241.0,890.0,0.0,0.0,39573.0,1054.0,0.0,387266.0,786559.0,395549.0,391010.0,573854.0,208912.0,2159137.0,3137690.0,3.996,0.654,147628.0,145351.0,145306.0,93109.0,90525.0,79337.0,51356.0,22940.0,11007.0,0.0
GY,2022,GY,Guyana,0,31636.0,225.0,0.0,0.0,71209.0,1279.0,0.0,442695.0,786559.0,395549.0,391010.0,573854.0,208912.0,2159137.0,3137690.0,3.996,0.654,147628.0,145351.0,145306.0,93109.0,90525.0,79337.0,51356.0,22940.0,11007.0,0.0
HK,2020,HK,Hong Kong,0,8847.0,181.0,0.0,0.0,8847.0,181.0,0.0,5809821.0,7496988.0,3439666.0,4057322.0,0.0,7507400.0,7490776.0,7490776.0,7139.989,0.933,664195.0,552659.0,867629.0,1122165.0,1129130.0,1207906.0,1048881.0,525084.0,379339.0,0.0
HK,2021,HK,Hong Kong,0,3808.0,32.0,0.0,0.0,12655.0,213.0,0.0,30289486.0,7496988.0,3439666.0,4057322.0,0.0,7507400.0,7490776.0,7490776.0,7139.989,0.933,664195.0,552659.0,867629.0,1122165.0,1129130.0,1207906.0,1048881.0,525084.0,379339.0,0.0
HK,2022,HK,Hong Kong,0,2786.0,3.0,0.0,0.0,15441.0,216.0,0.0,49426686.0,7496988.0,3439666.0,4057322.0,0.0,7507400.0,7490776.0,7490776.0,7139.989,0.933,664195.0,552659.0,867629.0,1122165.0,1129130.0,1207906.0,1048881.0,525084.0,379339.0,0.0
HN,2020,HN,Honduras,0,122763.0,3141.0,0.0,0.0,122763.0,3141.0,0.0,0.0,9904608.0,4948880.0,4955728.0,4119684.0,5626433.0,1403162.0,1403162.0,88.521,0.606,2005992.0,2064638.0,1905418.0,1470937.0,1047736.0,680011.0,420078.0,205311.0,104487.0,0.0
HN,2021,HN,Honduras,0,256779.0,7293.0,0.0,0.0,379542.0,10434.0,0.0,0.0,9904608.0,4948880.0,4955728.0,4119684.0,5626433.0,1403162.0,1403162.0,88.521,0.606,2005992.0,2064638.0,1905418.0,1470937.0,1047736.0,680011.0,420078.0,205311.0,104487.0,0.0
HN,2022,HN,Honduras,0,76127.0,555.0,0.0,0.0,455669.0,10989.0,0.0,0.0,9904608.0,4948880.0,4955728.0,4119684.0,5626433.0,1403162.0,1403162.0,88.521,0.606,2005992.0,2064638.0,1905418.0,1470937.0,1047736.0,680011.0,420078.0,205311.0,104487.0,0.0
HR,2020,HR,Croatia,0,212007.0,3961.0,0.0,983152.0,212007.0,3961.0,0.0,1024740.0,4076246.0,1972572.0,2103674.0,1739182.0,2328318.0,685233.0,3137690.0,73.2,0.831,387321.0,404914.0,479988.0,544058.0,542154.0,581554.0,560437.0,358187.0,217633.0,241.1905463998002
HR,2021,HR,Croatia,0,508531.0,8610.0,0.0,1435721.0,720538.0,12571.0,0.0,3757416.0,4076246.0,1972572.0,2103674.0,1739182.0,2328318.0,685233.0,3137690.0,73.2,0.831,387321.0,404914.0,479988.0,544058.0,542154.0,581554.0,560437.0,358187.0,217633.0,352.2164756494088
HR,2022,HR,Croatia,0,501469.0,4246.0,0.0,307282.0,1222007.0,16817.0,0.0,4922712.0,4076246.0,1972572.0,2103674.0,1739182.0,2328318.0,685233.0,3137690.0,73.2,0.831,387321.0,404914.0,479988.0,544058.0,542154.0,581554.0,560437.0,358187.0,217633.0,75.38357596671055
HT,2020,HT,Haiti,0,10015.0,236.0,0.0,0.0,10015.0,236.0,0.0,0.0,11402533.0,5626445.0,5776088.0,4934129.0,6328948.0,2704187.0,2704187.0,413.735,0.498,2500779.0,2346529.0,2044457.0,1731656.0,1106487.0,789624.0,523932.0,260215.0,98854.0,0.0
HT,2021,HT,Haiti,0,16240.0,537.0,0.0,0.0,26255.0,773.0,0.0,153254.0,11402533.0,5626445.0,5776088.0,4934129.0,6328948.0,2704187.0,2704187.0,413.735,0.498,2500779.0,2346529.0,2044457.0,1731656.0,1106487.0,789624.0,523932.0,260215.0,98854.0,0.0
HT,2022,HT,Haiti,0,7447.0,84.0,0.0,598.0,33702.0,857.0,0.0,206594.0,11402533.0,5626445.0,5776088.0,4934129.0,6328948.0,2704187.0,2704187.0,413.735,0.498,2500779.0,2346529.0,2044457.0,1731656.0,1106487.0,789624.0,523932.0,260215.0,98854.0,0.05244448755377424
HU,2020,HU,Hungary,0,326688.0,9781.0,0.0,2245155.0,326688.0,9781.0,0.0,2245155.0,9772756.0,4675821.0,5096935.0,2770367.0,6999582.0,1763913.0,1763913.0,107.1,0.828,927784.0,981009.0,1191157.0,1293534.0,1576171.0,1218271.0,1312208.0,839589.0,433033.0,229.73611538034922
HU,2021,HU,Hungary,0,929727.0,29405.0,0.0,6473364.0,1256415.0,39186.0,0.0,8718519.0,9772756.0,4675821.0,5096935.0,2770367.0,6999582.0,1763913.0,1763913.0,107.1,0.828,927784.0,981009.0,1191157.0,1293534.0,1576171.0,1218271.0,1312208.0,839589.0,433033.0,662.3887877687728
HU,2022,HU,Hungary,0,814028.0,8223.0,0.0,2225201.0,2070443.0,47409.0,0.0,10943720.0,9772756.0,4675821.0,5096935.0,2770367.0,6999582.0,1763913.0,1763913.0,107.1,0.828,927784.0,981009.0,1191157.0,1293534.0,1576171.0,1218271.0,1312208.0,839589.0,433033.0,227.6943167311248
ID,2020,ID,Indonesia,0,743202.0,22138.0,611097.0,0.0,743198.0,22138.0,611097.0,0.0,273523621.0,137717861.0,135805760.0,119115844.0,151509724.0,10638689.0,36532764.0,150.987,0.694,47956446.0,46303005.0,43571426.0,41166622.0,37846725.0,29155099.0,17531211.0,7574475.0,2418612.0,0.0
ID,2021,ID,Indonesia,0,3519522.0,121956.0,3503237.0,34639602.0,4262720.0,144094.0,4114334.0,42614359.0,273523621.0,137717861.0,135805760.0,119115844.0,151509724.0,10638689.0,36532764.0,150.987,0.694,47956446.0,46303005.0,43571426.0,41166622.0,37846725.0,29155099.0,17531211.0,7574475.0,2418612.0,126.64208624234321
ID,2022,ID,Indonesia,0,2139966.0,13755.0,2101377.0,16889376.0,6402686.0,157849.0,6215711.0,59503735.0,273523621.0,137717861.0,135805760.0,119115844.0,151509724.0,10638689.0,36532764.0,150.987,0.694,47956446.0,46303005.0,43571426.0,41166622.0,37846725.0,29155099.0,17531211.0,7574475.0,2418612.0,61.747413032383044
IE,2020,IE,Ireland,0,94610.0,2296.0,0.0,2395942.0,94610.0,2296.0,0.0,2402399.0,4904240.0,2428881.0,2475359.0,1808321.0,3133123.0,1214666.0,1214666.0,70.9,0.735,668830.0,658265.0,585903.0,729757.0,725606.0,593152.0,469668.0,309235.0,163824.0,488.5450141102393
IE,2021,IE,Ireland,0,721766.0,3832.0,0.0,7668159.0,816376.0,6128.0,0.0,10070558.0,4904240.0,2428881.0,2475359.0,1808321.0,3133123.0,1214666.0,1214666.0,70.9,0.735,668830.0,658265.0,585903.0,729757.0,725606.0,593152.0,469668.0,309235.0,163824.0,1563.5774350358058
IE,2022,IE,Ireland,0,844259.0,1773.0,0.0,2276755.0,1660635.0,7901.0,0.0,12347313.0,4904240.0,2428881.0,2475359.0,1808321.0,3133123.0,1214666.0,1214666.0,70.9,0.735,668830.0,658265.0,585903.0,729757.0,725606.0,593152.0,469668.0,309235.0,163824.0,464.24216596251404
