location_key,YEAR,country_code,country_name,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
IE,2022,IE,Ireland,0.0,844259.0,1773.0,0.0,2276755.0,1660635.0,7901.0,0.0,12347313.0,167950.0,4096003.0,174052.0,4050647.0,1200361.0,11040386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2020,IL,Israel,0.0,431544.0,3406.0,0.0,7985356.0,431544.0,3406.0,0.0,7985356.0,992058.0,992128.0,2.0,6.0,992060.0,992134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2021,IL,Israel,0.0,960146.0,4857.0,0.0,25900932.0,1391690.0,8263.0,0.0,33886288.0,5586152.0,6578280.0,5939929.0,5939935.0,15787233.0,16779367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2022,IL,Israel,0.0,3255182.0,3404.0,0.0,17893726.0,4646872.0,11667.0,0.0,51780014.0,139282.0,6717562.0,213260.0,6153195.0,1445684.0,18225051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM,2020,IM,Isle of Man,0.0,382.0,35.0,0.0,0.0,382.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM,2021,IM,Isle of Man,0.0,15925.0,32.0,0.0,0.0,16307.0,67.0,0.0,0.0,64893.0,68790.0,65142.0,65454.0,174258.0,177816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM,2022,IM,Isle of Man,0.0,21701.0,49.0,0.0,0.0,38008.0,116.0,0.0,0.0,770.0,69560.0,1652.0,67106.0,12178.0,189994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2020,IN,India,0.0,10305788.0,149218.0,0.0,171039133.0,10305788.0,149218.0,0.0,173111694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2021,IN,India,0.0,24583344.0,332552.0,0.0,495819630.0,34889132.0,481770.0,0.0,678989110.0,845640601.0,845640601.0,603217153.0,603224821.0,1448865422.0,1448865422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2022,IN,India,0.0,9627347.0,46480.0,0.0,171939875.0,44516479.0,528250.0,0.0,858526354.0,179892031.0,1025532632.0,342408756.0,945633577.0,708285627.0,2157151049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQ,2020,IQ,Iraq,0.0,596193.0,12824.0,0.0,3714327.0,596193.0,12824.0,0.0,4511833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQ,2021,IQ,Iraq,0.0,1497698.0,11339.0,0.0,8827210.0,2093891.0,24163.0,0.0,16789447.0,8482581.0,8482581.0,5472591.0,5639110.0,14140578.0,14140578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQ,2022,IQ,Iraq,0.0,364618.0,1185.0,0.0,454814.0,2458509.0,25348.0,0.0,19002710.0,2627729.0,11110310.0,2174028.0,7813138.0,5024513.0,19165091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR,2020,IR,Iran,0.0,1231429.0,55337.0,0.0,4171866.0,1231429.0,55337.0,0.0,7670268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR,2021,IR,Iran,0.0,4963974.0,76302.0,0.0,11275304.0,6195403.0,131639.0,0.0,42078937.0,59498870.0,59498870.0,51093400.0,51194091.0,116210697.0,116210697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR,2022,IR,Iran,0.0,1345559.0,12604.0,0.0,2627262.0,7540962.0,144243.0,0.0,52269202.0,5479952.0,64978822.0,7160015.0,58354106.0,37745440.0,153956137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS,2020,IS,Iceland,0.0,5771.0,29.0,0.0,241496.0,5771.0,29.0,0.0,241496.0,0.0,4875.0,0.0,0.0,0.0,4875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS,2021,IS,Iceland,0.0,23737.0,8.0,0.0,607838.0,29508.0,37.0,0.0,849334.0,283366.0,288241.0,283440.0,283920.0,712051.0,716926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS,2022,IS,Iceland,0.0,175776.0,176.0,0.0,524451.0,205284.0,213.0,0.0,1373785.0,21529.0,309770.0,6273.0,290193.0,88543.0,805469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2020,IT,Italy,0.0,2110785.0,74159.0,1463110.0,26594283.0,2107166.0,74159.0,1463111.0,26598607.0,40720.0,40720.0,0.0,0.0,40790.0,40790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2021,IT,Italy,0.0,4008769.0,63243.0,3624186.0,113538999.0,6125683.0,137402.0,5087297.0,140137606.0,46590824.0,46631544.0,43252195.0,43252195.0,111301371.0,111342161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2022,IT,Italy,0.0,15695415.0,39062.0,16406452.0,104384581.0,22114423.0,176464.0,21493749.0,244522187.0,2231872.0,50834240.0,3211725.0,47964275.0,29124373.0,140516076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JE,2020,JE,Jersey,0.0,2766.0,44.0,0.0,0.0,2766.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JE,2021,JE,Jersey,0.0,16989.0,45.0,0.0,0.0,19755.0,89.0,0.0,0.0,41330.0,81467.0,71376.0,76997.0,164177.0,209935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JE,2022,JE,Jersey,0.0,39515.0,48.0,0.0,0.0,59270.0,137.0,0.0,0.0,2486.0,83953.0,4323.0,81320.0,28527.0,238462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JM,2020,JM,Jamaica,0.0,12915.0,303.0,0.0,126880.0,12915.0,303.0,0.0,138342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JM,2021,JM,Jamaica,0.0,81734.0,2173.0,0.0,212576.0,94649.0,2476.0,0.0,710661.0,712466.0,712466.0,559888.0,566887.0,1208785.0,1208785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JM,2022,JM,Jamaica,0.0,56260.0,810.0,0.0,212612.0,150909.0,3286.0,0.0,1124299.0,117864.0,830330.0,162228.0,729115.0,277645.0,1486430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO,2020,JO,Jordan,0.0,295765.0,3851.0,0.0,1445131.0,295765.0,3851.0,0.0,3196868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO,2021,JO,Jordan,0.0,768512.0,8833.0,0.0,5494723.0,1064277.0,12684.0,0.0,13243053.0,4331942.0,4331942.0,3903851.0,3933851.0,8265793.0,8265793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO,2022,JO,Jordan,0.0,677979.0,1430.0,0.0,627739.0,1742256.0,14114.0,0.0,16803235.0,489637.0,4821579.0,624462.0,4558313.0,1792182.0,10057975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,2020,JP,Japan,0.0,234268.0,3467.0,0.0,4511789.0,218521.0,3459.0,0.0,4511789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,2021,JP,Japan,0.0,1492875.0,14926.0,0.0,23488248.0,1711396.0,18385.0,0.0,28000037.0,101193619.0,101193744.0,99702512.0,99702547.0,201936233.0,201936358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,2022,JP,Japan,0.0,18156892.0,24954.0,0.0,25504904.0,19868288.0,43339.0,0.0,53504941.0,2987677.0,104181421.0,3068420.0,102770967.0,118816376.0,320752734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KE,2020,KE,Kenya,0.0,96614.0,1681.0,0.0,571950.0,96614.0,1681.0,0.0,1041679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KE,2021,KE,Kenya,0.0,200541.0,3700.0,0.0,1779.0,297155.0,5381.0,0.0,2908081.0,5930258.0,5930258.0,4155629.0,4155832.0,10002184.0,10002184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KE,2022,KE,Kenya,0.0,41153.0,294.0,0.0,36703.0,338308.0,5675.0,0.0,3728165.0,7529894.0,13460152.0,5829855.0,9985687.0,11102690.0,21104874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KG,2020,KG,Kyrgyzstan,0.0,81214.0,1358.0,0.0,0.0,81214.0,1358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KG,2021,KG,Kyrgyzstan,0.0,103572.0,1446.0,0.0,0.0,184786.0,2804.0,0.0,0.0,1231313.0,1231313.0,990115.0,990973.0,2255224.0,2255224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KG,2022,KG,Kyrgyzstan,0.0,21134.0,187.0,0.0,0.0,205920.0,2991.0,0.0,0.0,363495.0,1594808.0,344066.0,1335039.0,974672.0,3229896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KH,2020,KH,Cambodia,0.0,379.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KH,2021,KH,Cambodia,0.0,120128.0,3012.0,0.0,294099.0,120507.0,3012.0,0.0,2289480.0,14262170.0,14262170.0,13659454.0,13659518.0,30456720.0,30456720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KH,2022,KH,Cambodia,0.0,17232.0,44.0,0.0,26375.0,137739.0,3056.0,0.0,2977609.0,910329.0,15172499.0,853915.0,14513433.0,12923670.0,43380390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KI,2020,KI,Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KI,2021,KI,Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59492.0,59492.0,15772.0,22675.0,82167.0,82167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KI,2022,KI,Kiribati,0.0,3430.0,13.0,0.0,0.0,3430.0,13.0,0.0,0.0,23282.0,82774.0,40201.0,62876.0,77716.0,159883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KM,2020,KM,Comoros,0.0,754.0,10.0,0.0,0.0,754.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KM,2021,KM,Comoros,0.0,6081.0,148.0,0.0,0.0,6835.0,158.0,0.0,0.0,321968.0,335408.0,245551.0,246139.0,568107.0,581547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KM,2022,KM,Comoros,0.0,1632.0,2.0,0.0,0.0,8467.0,161.0,0.0,100289.0,87847.0,423255.0,135893.0,382032.0,222856.0,804403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KN,2020,KN,Saint Kitts and Nevis,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KN,2021,KN,Saint Kitts and Nevis,0.0,3011.0,28.0,0.0,13712.0,3043.0,28.0,0.0,58933.0,27615.0,27615.0,25492.0,25619.0,54868.0,54868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KN,2022,KN,Saint Kitts and Nevis,0.0,3493.0,18.0,0.0,1915.0,6536.0,46.0,0.0,94440.0,6179.0,33794.0,1325.0,26944.0,9357.0,64225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP,2020,KP,North Korea,0.0,0.0,0.0,0.0,3189.0,0.0,0.0,0.0,26244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP,2021,KP,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP,2022,KP,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR,2020,KR,South Korea,0.0,62574.0,942.0,0.0,4910461.0,62574.0,942.0,0.0,4910461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR,2021,KR,South Korea,0.0,576504.0,4752.0,0.0,40639863.0,639078.0,5694.0,0.0,45550324.0,44274261.0,44313037.0,42644404.0,42655455.0,103889776.0,103939559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR,2022,KR,South Korea,0.0,23625392.0,21971.0,0.0,54719128.0,24264470.0,27665.0,0.0,100269452.0,796177.0,45109214.0,2016307.0,44671762.0,25220997.0,129160556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KW,2020,KW,Kuwait,0.0,150869.0,936.0,0.0,1031993.0,150869.0,936.0,0.0,1258993.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KW,2021,KW,Kuwait,0.0,266854.0,1532.0,0.0,4633669.0,417723.0,2468.0,0.0,5984074.0,3197421.0,3334421.0,3178700.0,3216700.0,6940190.0,6942690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KW,2022,KW,Kuwait,0.0,240022.0,95.0,0.0,1713386.0,657745.0,2563.0,0.0,8208880.0,109321.0,3443742.0,118854.0,3335554.0,1264103.0,8206793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2020,KY,Cayman Islands,0.0,338.0,2.0,0.0,0.0,338.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2021,KY,Cayman Islands,0.0,8742.0,10.0,0.0,0.0,9080.0,12.0,0.0,0.0,58591.0,58591.0,53694.0,56891.0,130608.0,130608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2022,KY,Cayman Islands,0.0,21465.0,19.0,0.0,9358.0,30545.0,31.0,0.0,9358.0,3072.0,61663.0,3254.0,60145.0,17552.0,148160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KZ,2020,KZ,Kazakhstan,0.0,202159.0,2749.0,0.0,5519252.0,202159.0,2749.0,0.0,5570389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KZ,2021,KZ,Kazakhstan,0.0,870840.0,15487.0,0.0,6273174.0,1072999.0,18236.0,0.0,11965068.0,8986163.0,8986163.0,8512973.0,8515110.0,17501273.0,17501273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KZ,2022,KZ,Kazakhstan,0.0,409095.0,811.0,0.0,0.0,1482094.0,19047.0,0.0,0.0,1843317.0,10829480.0,2065360.0,10580470.0,3417408.0,20918681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,2020,LA,Laos,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,2021,LA,Laos,0.0,112042.0,374.0,0.0,853362.0,112083.0,374.0,0.0,853362.0,3704008.0,3744740.0,3068722.0,3099003.0,5789289.0,5830021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,2022,LA,Laos,0.0,103074.0,383.0,0.0,176875.0,215157.0,757.0,0.0,1030237.0,2143909.0,5888649.0,2123414.0,5222417.0,5281045.0,11111066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LB,2020,LB,Lebanon,0.0,183888.0,1466.0,0.0,0.0,183888.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LB,2021,LB,Lebanon,0.0,547400.0,7670.0,0.0,237492.0,731288.0,9136.0,0.0,4731376.0,2177409.0,2252750.0,1819447.0,1831322.0,4379487.0,4379487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LB,2022,LB,Lebanon,0.0,481912.0,1514.0,0.0,0.0,1213200.0,10650.0,0.0,0.0,470942.0,2723692.0,567939.0,2399261.0,1386963.0,5766450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
